sofifa_id,player_url,short_name,age,weight_kg,nationality,club,overall,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,team_position,team_jersey_number,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning
189412,https://sofifa.com/player/189412/loic-damour/20/159586,L. Damour,28,75,France,Heart of Midlothian,68,"CDM, CM, CAM",Right,1,4,2,High/High,RCM,22.0,2023.0,,,66.0,60.0,63.0,64.0,66.0,69.0,,,,,,
189490,https://sofifa.com/player/189490/mirko-boland/20/159586,M. Boland,32,70,Germany,Adelaide United,68,"CDM, CM",Left,1,4,3,High/High,CDM,31.0,2020.0,,,71.0,65.0,69.0,69.0,61.0,71.0,,,,,,
189541,https://sofifa.com/player/189541/chris-solly/20/159586,C. Solly,28,71,England,Charlton Athletic,68,"RB, LB",Right,1,3,3,Medium/Medium,RB,20.0,2020.0,,,75.0,36.0,58.0,66.0,66.0,73.0,,,,,,
189553,https://sofifa.com/player/189553/manuel-castellano-castro/20/159586,Lillo,30,71,Spain,CA Osasuna,68,"RB, CB, LB",Right,1,3,2,Medium/High,SUB,16.0,2020.0,,,66.0,49.0,58.0,57.0,65.0,76.0,,,,,,
189586,https://sofifa.com/player/189586/daniel-hernandez/20/159586,D. HernÃ¡ndez,33,89,Venezuela,CD Tenerife,68,GK,Right,1,1,1,Medium/Medium,SUB,25.0,2020.0,,,,,,,,,71.0,66.0,59.0,67.0,32.0,66.0
189776,https://sofifa.com/player/189776/marley-watkins/20/159586,M. Watkins,28,65,Wales,Bristol City,68,"RM, ST",Right,1,3,3,Medium/Medium,RES,15.0,2021.0,,,77.0,62.0,63.0,69.0,28.0,67.0,,,,,,
189833,https://sofifa.com/player/189833/richard-tait/20/159586,R. Tait,29,77,Scotland,Motherwell,68,"RB, LB, LM",Right,1,4,2,High/High,RB,2.0,2020.0,,,76.0,40.0,59.0,62.0,62.0,78.0,,,,,,
189924,https://sofifa.com/player/189924/bartosz-rymaniak/20/159586,B. Rymaniak,29,80,Poland,Piast Gliwice,68,RB,Right,1,2,2,High/High,RWB,28.0,2021.0,,,71.0,42.0,58.0,61.0,66.0,81.0,,,,,,
190015,https://sofifa.com/player/190015/ousmane-cissokho/20/159586,O. Cissokho,32,68,Senegal,AS Nancy Lorraine,68,"LM, RM",Left,1,4,3,Medium/Medium,LM,7.0,2021.0,,,72.0,54.0,64.0,66.0,41.0,67.0,,,,,,
190093,https://sofifa.com/player/190093/daniel-castellano-betancor/20/159586,Dani Castellano,31,70,Spain,UD Las Palmas,68,"LB, LWB",Left,1,3,3,High/Medium,SUB,23.0,2020.0,,,72.0,51.0,64.0,71.0,64.0,72.0,,,,,,
190094,https://sofifa.com/player/190094/javier-castellano-betancor/20/159586,Javi Castellano,31,74,Spain,UD Las Palmas,68,"CDM, CM",Right,1,3,2,Low/High,SUB,18.0,2021.0,,,44.0,40.0,61.0,54.0,67.0,70.0,,,,,,
190160,https://sofifa.com/player/190160/rodolph-austin/20/159586,R. Austin,34,78,Jamaica,Esbjerg fB,68,"CB, CDM",Right,1,3,2,Medium/High,RCB,8.0,2020.0,,,45.0,53.0,58.0,53.0,64.0,80.0,,,,,,
190408,https://sofifa.com/player/190408/mads-reginiussen/20/159586,M. Reginiussen,31,70,Norway,Ranheim Fotball,68,CM,Right,1,3,3,High/Medium,LCM,7.0,2020.0,,,71.0,67.0,63.0,66.0,61.0,67.0,,,,,,
190602,https://sofifa.com/player/190602/riccardo-brosco/20/159586,R. Brosco,28,92,Italy,Ascoli,68,CB,Right,1,2,2,Medium/Medium,RCB,23.0,2021.0,,,35.0,37.0,41.0,47.0,69.0,73.0,,,,,,
190659,https://sofifa.com/player/190659/herve-bazile/20/159586,H. Bazile,29,78,Haiti,Le Havre AC,68,"RM, LM",Left,1,3,3,High/Low,SUB,29.0,2021.0,,,81.0,66.0,66.0,67.0,32.0,57.0,,,,,,
190670,https://sofifa.com/player/190670/dominic-maroh/20/159586,D. Maroh,32,85,Slovenia,KFC Uerdingen 05,68,CB,Right,2,2,2,Medium/Medium,SUB,32.0,2021.0,,,35.0,37.0,45.0,46.0,68.0,75.0,,,,,,
190747,https://sofifa.com/player/190747/alfredo-ortuno-martinez/20/159586,OrtuÃ±o,28,77,Spain,Real Oviedo,68,ST,Left,1,4,3,Medium/Low,ST,15.0,2020.0,,,64.0,66.0,54.0,64.0,31.0,61.0,,,,,,
190852,https://sofifa.com/player/190852/callum-mcmanaman/20/159586,C. McManaman,28,73,England,Luton Town,68,"RM, ST, CAM",Right,1,4,3,Medium/Low,RS,7.0,2021.0,,,74.0,63.0,61.0,74.0,26.0,59.0,,,,,,
190982,https://sofifa.com/player/190982/alberto-perea-correoso/20/159586,Alberto Perea,28,74,Spain,CÃ¡diz CF,68,"LM, CAM, RM",Right,1,3,3,Medium/Medium,LM,10.0,2020.0,,,74.0,65.0,64.0,69.0,31.0,59.0,,,,,,
191068,https://sofifa.com/player/191068/gianmarco-zigoni/20/159586,G. Zigoni,28,80,Italy,Venezia FC,68,ST,Right,1,4,3,High/Low,SUB,9.0,2020.0,,,67.0,64.0,49.0,64.0,38.0,71.0,,,,,,
191083,https://sofifa.com/player/191083/patrick-mortensen/20/159586,P. Mortensen,29,78,Denmark,Aarhus GF,68,ST,Right,1,3,2,Medium/Low,ST,9.0,2022.0,,,53.0,67.0,50.0,61.0,29.0,73.0,,,,,,
191111,https://sofifa.com/player/191111/emil-salomonsson/20/159586,E. Salomonsson,30,75,Sweden,Sanfrecce Hiroshima,68,"RWB, RB, RM",Right,1,2,2,High/Medium,SUB,3.0,2020.0,,,81.0,60.0,61.0,60.0,60.0,75.0,,,,,,
191154,https://sofifa.com/player/191154/tobias-sana/20/159586,T. Sana,29,72,Sweden,IFK GÃ¶teborg,68,"ST, CAM",Right,1,3,3,Medium/Low,SUB,89.0,2022.0,,,80.0,65.0,62.0,74.0,32.0,63.0,,,,,,
191252,https://sofifa.com/player/191252/marcel-gaus/20/159586,M. Gaus,29,80,Germany,FC Ingolstadt 04,68,"LB, CDM, LWB",Left,1,3,3,High/Medium,LB,19.0,2021.0,,,81.0,61.0,61.0,64.0,61.0,78.0,,,,,,
191333,https://sofifa.com/player/191333/kyohei-noborizato/20/159586,K. Noborizato,28,68,Japan,Kawasaki Frontale,68,"LB, LM, RB",Left,1,4,3,High/Medium,RB,2.0,2020.0,,,90.0,56.0,58.0,71.0,60.0,68.0,,,,,,
191431,https://sofifa.com/player/191431/bruno-martins-teles/20/159586,Bruno Teles,33,77,Brazil,FC PaÃ§os de Ferreira,68,LB,Left,1,2,3,Medium/Medium,LB,6.0,2020.0,,,67.0,57.0,67.0,64.0,67.0,72.0,,,,,,
191532,https://sofifa.com/player/191532/yang-yu/20/159586,Yu Yang,29,72,China PR,Beijing Sinobo Guoan FC,68,"CB, RB",Right,1,2,2,Low/Medium,SUB,3.0,2021.0,,,64.0,25.0,42.0,47.0,66.0,76.0,,,,,,
191944,https://sofifa.com/player/191944/sung-joon-kim/20/159586,Kim Sung Joon,31,68,Korea Republic,Ulsan Hyundai FC,68,"CM, CDM, CAM",Right,1,3,3,Medium/Medium,SUB,17.0,2022.0,,,69.0,61.0,68.0,66.0,57.0,70.0,,,,,,
192020,https://sofifa.com/player/192020/carlos-orrantia/20/159586,C. OrrantÃ­a,28,63,Mexico,Santos Laguna,68,"RM, RB",Right,1,3,3,High/High,RB,8.0,2022.0,,,82.0,54.0,62.0,69.0,53.0,66.0,,,,,,
192126,https://sofifa.com/player/192126/nabil-bahoui/20/159586,N. Bahoui,28,84,Sweden,AIK,68,"LM, ST",Right,1,4,3,High/Medium,SUB,11.0,2022.0,,,76.0,67.0,64.0,67.0,27.0,72.0,,,,,,
192328,https://sofifa.com/player/192328/philipp-huspek/20/159586,P. Huspek,28,69,Austria,SK Sturm Graz,68,"RM, RW, ST",Right,1,4,2,High/Medium,RM,18.0,2020.0,,,91.0,62.0,60.0,70.0,29.0,61.0,,,,,,
192431,https://sofifa.com/player/192431/mario-ortiz-ruiz/20/159586,Mario OrtÃ­z,30,65,Spain,Racing Santander,68,"CM, CDM",Right,1,3,2,Medium/Medium,RDM,20.0,2021.0,,,58.0,51.0,67.0,60.0,58.0,72.0,,,,,,
192596,https://sofifa.com/player/192596/hector-rodas-ramirez/20/159586,HÃ©ctor Rodas,31,85,Spain,AD AlcorcÃ³n,68,CB,Right,1,3,2,Medium/Medium,SUB,4.0,2020.0,,,49.0,42.0,48.0,46.0,67.0,73.0,,,,,,
192617,https://sofifa.com/player/192617/timo-perthel/20/159586,T. Perthel,30,83,Germany,1. FC Magdeburg,68,LB,Left,1,3,3,High/Medium,LB,29.0,2020.0,,,77.0,58.0,65.0,67.0,63.0,76.0,,,,,,
192634,https://sofifa.com/player/192634/marc-mateu-sanjuan/20/159586,Marc Mateu,29,71,Spain,CD Numancia,68,"LB, LM, RM",Left,1,3,3,Medium/Medium,SUB,21.0,2020.0,,,60.0,67.0,71.0,71.0,65.0,65.0,,,,,,
192792,https://sofifa.com/player/192792/premysl-kovar/20/159586,P. KovÃ¡Å,33,89,Czech Republic,SK Slavia Praha,68,GK,Right,1,2,1,Medium/Medium,SUB,31.0,2021.0,,,,,,,,,69.0,62.0,69.0,69.0,34.0,66.0
192840,https://sofifa.com/player/192840/milan-duric/20/159586,M. ÄuriÄ,29,94,Bosnia Herzegovina,US Salernitana 1919,68,ST,Right,1,3,2,High/High,RS,11.0,2022.0,,,50.0,66.0,53.0,55.0,32.0,77.0,,,,,,
193057,https://sofifa.com/player/193057/charlison-benschop/20/159586,C. Benschop,29,90,Curacao,FC Groningen,68,ST,Right,1,3,3,High/High,SUB,35.0,2021.0,,,59.0,69.0,60.0,62.0,38.0,77.0,,,,,,
193081,https://sofifa.com/player/193081/matthieu-saunier/20/159586,M. Saunier,29,76,France,FC Lorient,68,CB,Right,1,3,2,Medium/Medium,LCB,20.0,2021.0,,,43.0,36.0,52.0,56.0,66.0,69.0,,,,,,
193250,https://sofifa.com/player/193250/marin-leovac/20/159586,M. Leovac,30,71,Croatia,Dinamo Zagreb,68,"LB, LM",Left,1,3,3,High/High,LB,22.0,2020.0,,,80.0,50.0,62.0,68.0,63.0,72.0,,,,,,
193426,https://sofifa.com/player/193426/maximilian-beister/20/159586,M. Beister,28,80,Germany,FC Ingolstadt 04,68,"RM, ST, LM",Left,1,2,4,Medium/Medium,RM,10.0,2021.0,,,79.0,67.0,61.0,71.0,39.0,66.0,,,,,,
193645,https://sofifa.com/player/193645/davide-gavazzi/20/159586,D. Gavazzi,33,73,Italy,Pordenone,68,"CM, CDM",Right,1,4,3,Medium/Medium,LCM,7.0,2020.0,,,72.0,63.0,66.0,68.0,59.0,69.0,,,,,,
193688,https://sofifa.com/player/193688/niklas-backman/20/159586,N. Backman,30,80,Sweden,Aarhus GF,68,CB,Right,1,3,2,Medium/Medium,RCB,3.0,2021.0,,,53.0,50.0,50.0,51.0,68.0,71.0,,,,,,
193701,https://sofifa.com/player/193701/james-norwood/20/159586,J. Norwood,28,73,England,Ipswich Town,68,ST,Right,1,4,3,High/Medium,RS,10.0,2022.0,,,70.0,67.0,55.0,65.0,40.0,71.0,,,,,,
193796,https://sofifa.com/player/193796/ismael-lopez-blanco/20/159586,Isma LÃ³pez,29,75,Spain,CD Tenerife,68,"LB, LM, LWB",Left,1,3,3,High/Medium,SUB,18.0,2021.0,,,81.0,58.0,65.0,66.0,59.0,71.0,,,,,,
193891,https://sofifa.com/player/193891/borja-viguera-manzanares/20/159586,Borja Viguera,32,76,Spain,CD Numancia,68,ST,Right,1,3,3,Medium/Medium,SUB,25.0,2020.0,,,67.0,68.0,59.0,67.0,29.0,64.0,,,,,,
193980,https://sofifa.com/player/193980/thierry-rua-moutinho/20/159586,Thierry Moutinho,28,76,Portugal,FCSB (Steaua),68,"LW, RW",Right,1,4,3,Medium/Medium,SUB,14.0,2021.0,,,90.0,63.0,62.0,71.0,48.0,69.0,,,,,,
194163,https://sofifa.com/player/194163/jukka-raitala/20/159586,J. Raitala,30,77,Finland,Montreal Impact,68,"CB, LB, LWB",Left,1,4,2,Medium/Medium,LCB,22.0,2019.0,RB,22.0,61.0,47.0,65.0,64.0,66.0,73.0,,,,,,
194272,https://sofifa.com/player/194272/amer-shafi/20/159586,A. Shafi,37,83,Jordan,Al Fayha,68,GK,Right,1,3,1,Medium/Medium,GK,99.0,2020.0,,,,,,,,,67.0,64.0,78.0,71.0,36.0,65.0
194319,https://sofifa.com/player/194319/danny-ward/20/159586,D. Ward,28,72,England,Cardiff City,68,ST,Left,1,4,3,High/High,SUB,23.0,2020.0,,,68.0,69.0,62.0,67.0,35.0,67.0,,,,,,
194372,https://sofifa.com/player/194372/ertugrul-taskiran/20/159586,E. TaÅkÄ±ran,29,83,Turkey,Atiker Konyaspor,68,GK,Right,1,2,1,Medium/Medium,SUB,17.0,2020.0,,,,,,,,,66.0,67.0,64.0,68.0,54.0,67.0
194726,https://sofifa.com/player/194726/jakob-ahlmann/20/159586,J. Ahlmann,28,70,Denmark,Aalborg BK,68,LB,Left,1,2,3,High/Medium,LB,3.0,2021.0,,,73.0,48.0,64.0,68.0,66.0,66.0,,,,,,
194885,https://sofifa.com/player/194885/cristian-erbes/20/159586,C. Erbes,29,72,Argentina,AtlÃ©tico TucumÃ¡n,68,"CDM, RM, CM",Right,1,2,3,Medium/Medium,RCM,21.0,2020.0,,,66.0,54.0,61.0,63.0,70.0,62.0,,,,,,
194925,https://sofifa.com/player/194925/louis-moult/20/159586,L. Moult,27,85,England,Preston North End,68,ST,Right,1,3,2,Medium/Medium,SUB,9.0,2021.0,,,66.0,68.0,50.0,63.0,39.0,72.0,,,,,,
195258,https://sofifa.com/player/195258/lukas-schmitz/20/159586,L. Schmitz,30,78,Germany,Wolfsberger AC,68,"LB, LM",Left,1,1,2,Medium/Medium,LB,7.0,2020.0,,,66.0,57.0,62.0,61.0,67.0,74.0,,,,,,
195262,https://sofifa.com/player/195262/adriano-grimaldi/20/159586,A. Grimaldi,28,90,Germany,KFC Uerdingen 05,68,ST,Right,1,4,2,Medium/Low,SUB,19.0,2021.0,,,69.0,66.0,53.0,60.0,29.0,79.0,,,,,,
195286,https://sofifa.com/player/195286/joan-simun-edmundsson/20/159586,J. Edmundsson,27,83,Faroe Islands,DSC Arminia Bielefeld,68,"RW, ST",Left,1,4,3,High/Medium,RW,14.0,2020.0,,,73.0,63.0,62.0,69.0,40.0,66.0,,,,,,
195357,https://sofifa.com/player/195357/fabien-farnolle/20/159586,F. Farnolle,34,104,Benin,Yeni Malatyaspor,68,GK,Right,1,2,1,Medium/Medium,GK,30.0,2023.0,,,,,,,,,69.0,68.0,65.0,64.0,42.0,68.0
196339,https://sofifa.com/player/196339/marcel-titsch-rivero/20/159586,M. Titsch Rivero,29,76,Germany,SV Wehen Wiesbaden,68,"CM, CDM",Left,1,3,2,Medium/Medium,RDM,26.0,2020.0,,,64.0,49.0,64.0,67.0,63.0,70.0,,,,,,
196930,https://sofifa.com/player/196930/marvin-bejarano/20/159586,M. Bejarano,31,70,Bolivia,Bolivia,68,"LB, LWB",Left,1,3,2,Medium/Medium,,,,LB,17.0,66.0,33.0,54.0,63.0,67.0,68.0,,,,,,
197716,https://sofifa.com/player/197716/teal-bunbury/20/159586,T. Bunbury,29,78,United States,New England Revolution,68,"ST, RM",Right,1,3,3,Medium/Medium,RM,10.0,2019.0,,,74.0,66.0,60.0,66.0,38.0,75.0,,,,,,
197954,https://sofifa.com/player/197954/gjermund-asen/20/159586,G. Ãsen,28,71,Norway,Rosenborg BK,68,"CAM, CM, LW",Left,1,3,3,High/Medium,SUB,22.0,2022.0,,,64.0,65.0,69.0,68.0,52.0,67.0,,,,,,
197973,https://sofifa.com/player/197973/osvaldo-gonzalez/20/159586,O. GonzÃ¡lez,34,79,Chile,Universidad de Chile,68,CB,Right,1,3,2,Medium/High,SUB,4.0,2020.0,,,39.0,49.0,62.0,55.0,67.0,71.0,,,,,,
197996,https://sofifa.com/player/197996/eric-larsson/20/159586,E. Larsson,27,68,Sweden,MalmÃ¶ FF,68,"RWB, CB",Right,1,4,2,Medium/Medium,RWB,2.0,2021.0,,,65.0,54.0,66.0,62.0,64.0,76.0,,,,,,
198024,https://sofifa.com/player/198024/yann-erik-de-lanlay/20/159586,Y. de Lanlay,27,72,Norway,Rosenborg BK,68,"LW, RW",Right,1,3,3,High/Medium,SUB,11.0,2019.0,,,84.0,61.0,63.0,71.0,52.0,61.0,,,,,,
198103,https://sofifa.com/player/198103/julian-leist/20/159586,J. Leist,31,85,Germany,SG Sonnenhof GroÃaspach,68,CB,Right,1,3,2,Medium/High,RCB,5.0,2021.0,,,43.0,29.0,42.0,44.0,66.0,79.0,,,,,,
198171,https://sofifa.com/player/198171/sergio-ricardo-dos-santos-junior/20/159586,Serginho,28,62,Brazil,Matsumoto Yamaga,68,"CAM, CF",Right,1,4,4,Medium/Low,RF,8.0,2020.0,,,76.0,64.0,64.0,72.0,33.0,48.0,,,,,,
198235,https://sofifa.com/player/198235/jon-taylor/20/159586,J. Taylor,26,77,England,Doncaster Rovers,68,"RM, LM",Right,1,3,3,High/High,RM,10.0,2021.0,,,88.0,62.0,60.0,68.0,26.0,62.0,,,,,,
198394,https://sofifa.com/player/198394/alexander-kacaniklic/20/159586,A. KaÄanikliÄ,27,72,Sweden,Hammarby IF,68,"RM, LM, RW",Left,1,4,3,Medium/Medium,RW,20.0,2021.0,,,69.0,61.0,69.0,69.0,40.0,50.0,,,,,,
198632,https://sofifa.com/player/198632/jorge-zarate/20/159586,J. ZÃ¡rate,27,64,Mexico,Puebla FC,68,"LM, RM",Left,1,3,3,High/Low,SUB,21.0,2023.0,,,86.0,59.0,61.0,71.0,37.0,52.0,,,,,,
198642,https://sofifa.com/player/198642/dan-peter-ulvestad/20/159586,D. Ulvestad,30,84,Norway,Kristiansund BK,68,CB,Right,1,3,2,Medium/High,RCB,5.0,2022.0,,,41.0,45.0,46.0,44.0,67.0,74.0,,,,,,
199159,https://sofifa.com/player/199159/luke-brattan/20/159586,L. Brattan,29,65,Australia,Sydney FC,68,"CDM, CM",Right,1,3,3,Medium/Medium,RDM,26.0,2020.0,,,66.0,63.0,69.0,67.0,60.0,72.0,,,,,,
199195,https://sofifa.com/player/199195/jonathan-delaplace/20/159586,J. Delaplace,33,67,France,FC Lorient,68,"CM, RB",Right,1,3,3,Medium/High,SUB,22.0,2021.0,,,58.0,52.0,65.0,67.0,63.0,66.0,,,,,,
199284,https://sofifa.com/player/199284/dennis-hediger/20/159586,D. Hediger,32,79,Switzerland,FC Thun,68,"CM, CDM",Right,1,3,2,Medium/Medium,SUB,17.0,2020.0,,,71.0,62.0,65.0,63.0,62.0,87.0,,,,,,
199305,https://sofifa.com/player/199305/mathias-wittek/20/159586,M. Wittek,30,88,Germany,SV Darmstadt 98,68,"CB, CDM",Right,1,2,2,Low/Medium,SUB,15.0,2021.0,,,58.0,43.0,40.0,43.0,68.0,77.0,,,,,,
199384,https://sofifa.com/player/199384/fabian-koch/20/159586,F. Koch,30,68,Austria,SK Sturm Graz,68,"RB, RM, CB",Right,1,2,2,High/Medium,SUB,26.0,2021.0,,,77.0,50.0,55.0,64.0,65.0,70.0,,,,,,
199409,https://sofifa.com/player/199409/david-omar-rodriguez-barrera/20/159586,Deivid,30,76,Spain,UD Las Palmas,68,CB,Right,1,3,2,Medium/Medium,SUB,15.0,2021.0,,,56.0,39.0,57.0,63.0,66.0,73.0,,,,,,
199508,https://sofifa.com/player/199508/dusan-cvetinovic/20/159586,D. CvetinoviÄ,30,79,Serbia,Yokohama F. Marinos,68,CB,Right,1,4,2,Medium/High,SUB,2.0,2020.0,,,61.0,46.0,54.0,56.0,66.0,78.0,,,,,,
199510,https://sofifa.com/player/199510/nick-proschwitz/20/159586,N. Proschwitz,32,86,Germany,Eintracht Braunschweig,68,ST,Right,1,2,2,High/High,ST,33.0,2021.0,,,42.0,69.0,52.0,55.0,28.0,80.0,,,,,,
199537,https://sofifa.com/player/199537/joffrey-cuffaut/20/159586,J. Cuffaut,31,74,France,Valenciennes FC,68,"RWB, RB",Right,1,3,2,Medium/Medium,RWB,14.0,2021.0,,,69.0,39.0,62.0,61.0,66.0,73.0,,,,,,
199741,https://sofifa.com/player/199741/collin-quaner/20/159586,C. Quaner,28,79,Germany,Huddersfield Town,68,"ST, RW",Left,1,2,3,High/Medium,SUB,23.0,2020.0,,,73.0,64.0,60.0,65.0,28.0,72.0,,,,,,
200067,https://sofifa.com/player/200067/zakaria-diallo/20/159586,Z. Diallo,32,91,France,Racing Club de Lens,68,CB,Right,1,3,2,Medium/High,SUB,5.0,2021.0,,,42.0,40.0,56.0,53.0,66.0,77.0,,,,,,
200236,https://sofifa.com/player/200236/gordan-bunoza/20/159586,G. Bunoza,31,95,Bosnia Herzegovina,Incheon United FC,68,"CB, LB",Left,1,3,2,Medium/Medium,LCB,20.0,2020.0,,,43.0,37.0,49.0,45.0,65.0,83.0,,,,,,
200574,https://sofifa.com/player/200574/won-il-kim/20/159586,Kim Won Il,32,77,Korea Republic,Jeju United FC,68,"CB, RB",Right,1,3,2,Medium/High,RCB,37.0,2023.0,,,63.0,35.0,47.0,42.0,69.0,71.0,,,,,,
200601,https://sofifa.com/player/200601/bit-garam-yoon/20/159586,Yoon Bit Garam,29,75,Korea Republic,Sangju Sangmu FC,68,"CM, LM",Right,2,4,3,Medium/Medium,LCM,14.0,2020.0,,,74.0,64.0,68.0,67.0,57.0,70.0,,,,,,
201000,https://sofifa.com/player/201000/ondrej-zahustel/20/159586,O. Zahustel,28,81,Czech Republic,Sparta Praha,68,"RB, RM",Right,1,2,2,Medium/Medium,RES,28.0,2021.0,,,74.0,59.0,59.0,62.0,64.0,74.0,,,,,,
201079,https://sofifa.com/player/201079/lorenzo-laverone/20/159586,L. Laverone,30,70,Italy,Ascoli,68,"RB, RM",Right,1,3,3,High/Medium,RB,27.0,2021.0,,,87.0,50.0,67.0,67.0,58.0,77.0,,,,,,
201301,https://sofifa.com/player/201301/daniel-hoegh/20/159586,D. HÃ¸egh,28,79,Denmark,SC Heerenveen,68,CB,Right,1,2,2,Medium/Medium,RCB,3.0,2020.0,,,46.0,40.0,50.0,49.0,67.0,73.0,,,,,,
201346,https://sofifa.com/player/201346/liam-boyce/20/159586,L. Boyce,28,75,Northern Ireland,Burton Albion,68,ST,Right,1,3,3,Medium/Low,ST,27.0,2020.0,SUB,9.0,68.0,68.0,52.0,66.0,33.0,75.0,,,,,,
201936,https://sofifa.com/player/201936/jin-hyeon-kim/20/159586,Kim Jin Hyeon,31,78,Korea Republic,Cerezo Osaka,68,GK,Right,1,3,1,Medium/Medium,GK,21.0,2023.0,,,,,,,,,67.0,65.0,61.0,69.0,47.0,68.0
202040,https://sofifa.com/player/202040/erdin-demir/20/159586,E. Demir,29,72,Sweden,SV Zulte-Waregem,68,LB,Left,1,2,3,High/Medium,SUB,18.0,2021.0,,,72.0,50.0,68.0,70.0,64.0,65.0,,,,,,
202041,https://sofifa.com/player/202041/ahmed-yasin/20/159586,A. Yasin,28,77,Iraq,BK HÃ¤cken,68,"RW, ST",Right,1,3,4,Medium/Medium,RW,99.0,2021.0,,,79.0,64.0,60.0,73.0,40.0,70.0,,,,,,
202102,https://sofifa.com/player/202102/hai-yu/20/159586,Yu Hai,32,70,China PR,Shanghai SIPG FC,68,"LB, CB, CDM",Left,1,2,3,Medium/Medium,RES,21.0,2020.0,,,73.0,53.0,65.0,65.0,65.0,68.0,,,,,,
202162,https://sofifa.com/player/202162/jalil-anibaba/20/159586,J. Anibaba,30,77,United States,New England Revolution,68,CB,Right,1,3,2,Medium/Medium,LCB,3.0,2019.0,,,58.0,44.0,55.0,53.0,67.0,74.0,,,,,,
202171,https://sofifa.com/player/202171/josh-williams/20/159586,J. Williams,31,84,United States,Columbus Crew SC,68,"CB, RB",Right,1,3,2,Medium/High,LCB,3.0,2019.0,,,61.0,46.0,59.0,57.0,67.0,74.0,,,,,,
202304,https://sofifa.com/player/202304/seon-yeong-im/20/159586,Im Seon Yeong,31,78,Korea Republic,Jeonbuk Hyundai Motors,68,"CM, CAM",Right,1,4,3,Medium/Medium,LCM,5.0,2023.0,,,66.0,63.0,67.0,66.0,63.0,71.0,,,,,,
202399,https://sofifa.com/player/202399/diego-arias/20/159586,D. Arias,34,67,Colombia,Independiente MedellÃ­n,68,"CDM, CM",Right,1,4,3,Medium/High,SUB,5.0,2021.0,,,63.0,59.0,65.0,66.0,67.0,68.0,,,,,,
202524,https://sofifa.com/player/202524/borja-granero-ninerola/20/159586,Borja Granero,29,75,Spain,Extremadura UD,68,"CB, CDM",Left,1,3,2,Medium/High,LCB,12.0,2020.0,,,63.0,61.0,58.0,56.0,65.0,76.0,,,,,,
202535,https://sofifa.com/player/202535/thorsten-rocher/20/159586,T. RÃ¶cher,28,78,Austria,SK Sturm Graz,68,"LM, ST, RM",Left,1,3,4,Medium/Medium,SUB,29.0,2020.0,,,78.0,61.0,61.0,71.0,23.0,66.0,,,,,,
202630,https://sofifa.com/player/202630/anton-kochenkov/20/159586,A. Kochenkov,32,83,Russia,Lokomotiv Moscow,68,GK,Right,1,3,1,Medium/Medium,SUB,77.0,2020.0,,,,,,,,,65.0,66.0,67.0,71.0,47.0,67.0
202708,https://sofifa.com/player/202708/lloyd-palun/20/159586,L. Palun,30,77,Gabon,En Avant de Guingamp,68,"RB, CB, RWB",Right,1,3,2,Medium/Medium,SUB,5.0,2021.0,,,72.0,52.0,60.0,62.0,66.0,69.0,,,,,,
202749,https://sofifa.com/player/202749/oh-gyu-kim/20/159586,Kim Oh Gyu,30,77,Korea Republic,Gangwon FC,68,CB,Right,1,3,2,Medium/High,RCB,99.0,2023.0,,,72.0,41.0,60.0,44.0,65.0,80.0,,,,,,
202994,https://sofifa.com/player/202994/kyo-won-han/20/159586,Han Kyo Won,29,73,Korea Republic,Jeonbuk Hyundai Motors,68,RM,Right,1,3,3,High/Medium,SUB,7.0,2020.0,,,85.0,66.0,61.0,70.0,57.0,67.0,,,,,,
203315,https://sofifa.com/player/203315/georg-teigl/20/159586,G. Teigl,28,77,Austria,FC Augsburg,68,"RB, RWB, RM",Right,1,3,3,High/Medium,RB,34.0,2022.0,,,84.0,55.0,59.0,66.0,61.0,70.0,,,,,,
203327,https://sofifa.com/player/203327/andrey-galabinov/20/159586,A. Galabinov,30,88,Bulgaria,Spezia,68,ST,Right,1,2,3,Medium/Low,ST,9.0,2021.0,,,39.0,70.0,57.0,59.0,21.0,77.0,,,,,,
203570,https://sofifa.com/player/203570/stuart-dallas/20/159586,S. Dallas,28,81,Northern Ireland,Leeds United,68,"RB, RM, LM",Right,1,3,3,High/High,SUB,15.0,2020.0,RB,14.0,73.0,63.0,64.0,69.0,65.0,71.0,,,,,,
203603,https://sofifa.com/player/203603/martin-pospisil/20/159586,M. PospÃ­Å¡il,28,78,Czech Republic,Jagiellonia BiaÅystok,68,"CAM, CDM",Right,1,3,3,Medium/Medium,RDM,26.0,2021.0,,,69.0,54.0,65.0,71.0,59.0,66.0,,,,,,
203699,https://sofifa.com/player/203699/gaetan-courtet/20/159586,G. Courtet,30,76,France,AC Ajaccio,68,ST,Right,1,3,3,Medium/Medium,ST,9.0,2020.0,,,68.0,66.0,60.0,65.0,26.0,70.0,,,,,,
203756,https://sofifa.com/player/203756/matt-smith/20/159586,M. Smith,30,91,England,Millwall,68,ST,Left,1,3,2,Medium/Medium,ST,10.0,2023.0,,,45.0,66.0,50.0,49.0,42.0,79.0,,,,,,
